Name,Points,Time,CorrectMinValue,Timestamp
ROCm (simple),1000000,0.000041,1,2025-11-03 02:07:27
ROCm (simple),10000000,0.000145,1,2025-11-03 02:07:27
ROCm (simple),100000000,0.001370,1,2025-11-03 02:07:27
ROCm (simple),1000000000,0.013597,1,2025-11-03 02:07:27
ROCm (rocPRIM),1000,0.000025,1,2025-11-03 02:07:27
ROCm (rocPRIM),10000,0.000023,1,2025-11-03 02:07:27
ROCm (rocPRIM),100000,0.000028,1,2025-11-03 02:07:27
ROCm (rocPRIM),1000000,0.000058,1,2025-11-03 02:07:27
ROCm (rocPRIM),10000000,0.000045,1,2025-11-03 02:07:27
ROCm (rocPRIM),100000000,0.000368,1,2025-11-03 02:07:27
ROCm (rocPRIM),1000000000,0.003665,1,2025-11-03 02:07:27
ROCm (simple),1000,0.000014,1,2025-11-03 02:10:53
ROCm (simple),10000,0.000012,1,2025-11-03 02:10:53
ROCm (simple),100000,0.000018,1,2025-11-03 02:10:53
ROCm (simple),1000000,0.000040,1,2025-11-03 02:10:53
ROCm (simple),10000000,0.000131,1,2025-11-03 02:10:53
ROCm (simple),100000000,0.001369,1,2025-11-03 02:10:53
ROCm (simple),1000000000,0.013598,1,2025-11-03 02:10:53
ROCm (rocPRIM),1000,0.000024,1,2025-11-03 02:10:53
ROCm (rocPRIM),10000,0.000022,1,2025-11-03 02:10:53
ROCm (rocPRIM),100000,0.000029,1,2025-11-03 02:10:53
ROCm (rocPRIM),1000000,0.000039,1,2025-11-03 02:10:53
ROCm (rocPRIM),10000000,0.000045,1,2025-11-03 02:10:53
ROCm (rocPRIM),100000000,0.000369,1,2025-11-03 02:10:53
ROCm (rocPRIM),1000000000,0.003663,1,2025-11-03 02:10:53
ROCm (simple),1000,0.000014,1,2025-11-03 02:14:21
ROCm (simple),10000,0.000012,1,2025-11-03 02:14:21
ROCm (simple),100000,0.000017,1,2025-11-03 02:14:21
ROCm (simple),1000000,0.000040,1,2025-11-03 02:14:21
ROCm (simple),10000000,0.000148,1,2025-11-03 02:14:21
ROCm (simple),100000000,0.001370,1,2025-11-03 02:14:21
ROCm (simple),1000000000,0.013625,1,2025-11-03 02:14:21
ROCm (rocPRIM),1000,0.000023,1,2025-11-03 02:14:21
ROCm (rocPRIM),10000,0.000022,1,2025-11-03 02:14:21
ROCm (rocPRIM),100000,0.000026,1,2025-11-03 02:14:21
ROCm (rocPRIM),1000000,0.000053,1,2025-11-03 02:14:21
ROCm (rocPRIM),10000000,0.000043,1,2025-11-03 02:14:21
ROCm (rocPRIM),100000000,0.000366,1,2025-11-03 02:14:21
ROCm (rocPRIM),1000000000,0.003669,1,2025-11-03 02:14:21
ROCm (simple),1000,0.000013,1,2025-11-03 02:17:47
ROCm (simple),10000,0.000012,1,2025-11-03 02:17:47
ROCm (simple),100000,0.000017,1,2025-11-03 02:17:47
ROCm (simple),1000000,0.000040,1,2025-11-03 02:17:47
ROCm (simple),10000000,0.000128,1,2025-11-03 02:17:47
ROCm (simple),100000000,0.001369,1,2025-11-03 02:17:47
ROCm (simple),1000000000,0.013598,1,2025-11-03 02:17:47
ROCm (rocPRIM),1000,0.000024,1,2025-11-03 02:17:47
ROCm (rocPRIM),10000,0.000025,1,2025-11-03 02:17:47
ROCm (rocPRIM),100000,0.000027,1,2025-11-03 02:17:47
ROCm (rocPRIM),1000000,0.000039,1,2025-11-03 02:17:47
ROCm (rocPRIM),10000000,0.000052,1,2025-11-03 02:17:47
ROCm (rocPRIM),100000000,0.000366,1,2025-11-03 02:17:47
ROCm (rocPRIM),1000000000,0.003663,1,2025-11-03 02:17:47
ROCm (simple),1000,0.000013,1,2025-11-03 02:21:13
ROCm (simple),10000,0.000012,1,2025-11-03 02:21:13
ROCm (simple),100000,0.000019,1,2025-11-03 02:21:13
ROCm (simple),1000000,0.000043,1,2025-11-03 02:21:13
ROCm (simple),10000000,0.000131,1,2025-11-03 02:21:13
ROCm (simple),100000000,0.001388,1,2025-11-03 02:21:13
ROCm (simple),1000000000,0.013597,1,2025-11-03 02:21:13
ROCm (rocPRIM),1000,0.000023,1,2025-11-03 02:21:13
ROCm (rocPRIM),10000,0.000022,1,2025-11-03 02:21:13
ROCm (rocPRIM),100000,0.000030,1,2025-11-03 02:21:13
ROCm (rocPRIM),1000000,0.000054,1,2025-11-03 02:21:13
ROCm (rocPRIM),10000000,0.000033,1,2025-11-03 02:21:13
ROCm (rocPRIM),100000000,0.000371,1,2025-11-03 02:21:13
ROCm (rocPRIM),1000000000,0.003669,1,2025-11-03 02:21:13
ROCm (simple),1000,0.000013,1,2025-11-03 02:24:42
ROCm (simple),10000,0.000013,1,2025-11-03 02:24:42
ROCm (simple),100000,0.000019,1,2025-11-03 02:24:42
ROCm (simple),1000000,0.000040,1,2025-11-03 02:24:42
ROCm (simple),10000000,0.000143,1,2025-11-03 02:24:42
ROCm (simple),100000000,0.001369,1,2025-11-03 02:24:42
ROCm (simple),1000000000,0.013598,1,2025-11-03 02:24:42
ROCm (rocPRIM),1000,0.000023,1,2025-11-03 02:24:42
ROCm (rocPRIM),10000,0.000022,1,2025-11-03 02:24:42
ROCm (rocPRIM),100000,0.000028,1,2025-11-03 02:24:42
ROCm (rocPRIM),1000000,0.000054,1,2025-11-03 02:24:42
ROCm (rocPRIM),10000000,0.000044,1,2025-11-03 02:24:42
ROCm (rocPRIM),100000000,0.000368,1,2025-11-03 02:24:42
ROCm (rocPRIM),1000000000,0.003676,1,2025-11-03 02:24:42
ROCm (simple),1000,0.000011,1,2025-11-03 02:28:15
ROCm (simple),10000,0.000014,1,2025-11-03 02:28:15
ROCm (simple),100000,0.000019,1,2025-11-03 02:28:15
ROCm (simple),1000000,0.000041,1,2025-11-03 02:28:15
ROCm (simple),10000000,0.000114,1,2025-11-03 02:28:15
ROCm (simple),100000000,0.001369,1,2025-11-03 02:28:15
ROCm (simple),1000000000,0.013598,1,2025-11-03 02:28:15
ROCm (rocPRIM),1000,0.000023,1,2025-11-03 02:28:15
ROCm (rocPRIM),10000,0.000024,1,2025-11-03 02:28:15
ROCm (rocPRIM),100000,0.000027,1,2025-11-03 02:28:15
ROCm (rocPRIM),1000000,0.000051,1,2025-11-03 02:28:15
ROCm (rocPRIM),10000000,0.000045,1,2025-11-03 02:28:15
ROCm (rocPRIM),100000000,0.000368,1,2025-11-03 02:28:15
ROCm (rocPRIM),1000000000,0.003669,1,2025-11-03 02:28:15
OpenMP,1000,0.000029,1,2025-11-03 02:29:13
OpenMP,10000,0.000024,1,2025-11-03 02:29:13
OpenMP,100000,0.000067,1,2025-11-03 02:29:13
OpenMP,1000000,0.000124,1,2025-11-03 02:29:13
OpenMP,10000000,0.000279,1,2025-11-03 02:29:13
OpenMP,100000000,0.001854,1,2025-11-03 02:29:13
OpenMP,1000000000,0.017672,1,2025-11-03 02:29:13
OpenMP,1000,0.000025,1,2025-11-03 02:30:10
OpenMP,10000,0.000025,1,2025-11-03 02:30:10
OpenMP,100000,0.000072,1,2025-11-03 02:30:10
OpenMP,1000000,0.000131,1,2025-11-03 02:30:10
OpenMP,10000000,0.000283,1,2025-11-03 02:30:10
OpenMP,100000000,0.001847,1,2025-11-03 02:30:10
OpenMP,1000000000,0.017726,1,2025-11-03 02:30:10
OpenMP,1000,0.000025,1,2025-11-03 02:31:07
OpenMP,10000,0.000027,1,2025-11-03 02:31:07
OpenMP,100000,0.000073,1,2025-11-03 02:31:07
OpenMP,1000000,0.000134,1,2025-11-03 02:31:07
OpenMP,10000000,0.000283,1,2025-11-03 02:31:07
OpenMP,100000000,0.001840,1,2025-11-03 02:31:07
OpenMP,1000000000,0.017715,1,2025-11-03 02:31:07
OpenMP,1000,0.000024,1,2025-11-03 02:32:04
OpenMP,10000,0.000022,1,2025-11-03 02:32:04
OpenMP,100000,0.000060,1,2025-11-03 02:32:04
OpenMP,1000000,0.000134,1,2025-11-03 02:32:04
OpenMP,10000000,0.000281,1,2025-11-03 02:32:04
OpenMP,100000000,0.001831,1,2025-11-03 02:32:04
OpenMP,1000000000,0.017667,1,2025-11-03 02:32:04
OpenMP,1000,0.000025,1,2025-11-03 02:33:00
OpenMP,10000,0.000025,1,2025-11-03 02:33:00
OpenMP,100000,0.000072,1,2025-11-03 02:33:00
OpenMP,1000000,0.000137,1,2025-11-03 02:33:00
OpenMP,10000000,0.000275,1,2025-11-03 02:33:00
OpenMP,100000000,0.001831,1,2025-11-03 02:33:00
OpenMP,1000000000,0.017749,1,2025-11-03 02:33:00
OpenMP,1000,0.000024,1,2025-11-03 02:33:57
OpenMP,10000,0.000025,1,2025-11-03 02:33:57
OpenMP,100000,0.000072,1,2025-11-03 02:33:57
OpenMP,1000000,0.000138,1,2025-11-03 02:33:57
OpenMP,10000000,0.000279,1,2025-11-03 02:33:57
OpenMP,100000000,0.001832,1,2025-11-03 02:33:57
OpenMP,1000000000,0.017752,1,2025-11-03 02:33:57
OpenMP,1000,0.000026,1,2025-11-03 02:34:53
OpenMP,10000,0.000026,1,2025-11-03 02:34:53
OpenMP,100000,0.000074,1,2025-11-03 02:34:53
OpenMP,1000000,0.000135,1,2025-11-03 02:34:53
OpenMP,10000000,0.000261,1,2025-11-03 02:34:53
OpenMP,100000000,0.001834,1,2025-11-03 02:34:53
OpenMP,1000000000,0.017729,1,2025-11-03 02:34:53
OpenMP,1000,0.000024,1,2025-11-03 02:35:50
OpenMP,10000,0.000024,1,2025-11-03 02:35:50
OpenMP,100000,0.000068,1,2025-11-03 02:35:50
OpenMP,1000000,0.000135,1,2025-11-03 02:35:50
OpenMP,10000000,0.000286,1,2025-11-03 02:35:50
OpenMP,100000000,0.001837,1,2025-11-03 02:35:50
OpenMP,1000000000,0.017758,1,2025-11-03 02:35:50
OpenMP,1000,0.000026,1,2025-11-03 02:36:47
OpenMP,10000,0.000025,1,2025-11-03 02:36:47
OpenMP,100000,0.000072,1,2025-11-03 02:36:47
OpenMP,1000000,0.000137,1,2025-11-03 02:36:47
OpenMP,10000000,0.000287,1,2025-11-03 02:36:47
OpenMP,100000000,0.001852,1,2025-11-03 02:36:47
OpenMP,1000000000,0.017743,1,2025-11-03 02:36:47
OpenMP,1000,0.000026,1,2025-11-03 02:37:43
OpenMP,10000,0.000027,1,2025-11-03 02:37:43
OpenMP,100000,0.000072,1,2025-11-03 02:37:43
OpenMP,1000000,0.000135,1,2025-11-03 02:37:43
OpenMP,10000000,0.000281,1,2025-11-03 02:37:43
OpenMP,100000000,0.001824,1,2025-11-03 02:37:43
OpenMP,1000000000,0.017880,1,2025-11-03 02:37:43
Kokkos,1000,0.000054,1,2025-11-03 02:39:01
Kokkos,10000,0.000037,1,2025-11-03 02:39:01
Kokkos,100000,0.000051,1,2025-11-03 02:39:01
Kokkos,1000000,0.000066,1,2025-11-03 02:39:01
Kokkos,10000000,0.000194,1,2025-11-03 02:39:01
Kokkos,100000000,0.000803,1,2025-11-03 02:39:01
Kokkos,1000000000,0.007290,1,2025-11-03 02:39:01
Kokkos,1000,0.000055,1,2025-11-03 02:39:59
Kokkos,10000,0.000037,1,2025-11-03 02:39:59
Kokkos,100000,0.000049,1,2025-11-03 02:39:59
Kokkos,1000000,0.000062,1,2025-11-03 02:39:59
Kokkos,10000000,0.000198,1,2025-11-03 02:39:59
Kokkos,100000000,0.000807,1,2025-11-03 02:39:59
Kokkos,1000000000,0.007409,1,2025-11-03 02:39:59
Kokkos,1000,0.000062,1,2025-11-03 02:40:56
Kokkos,10000,0.000045,1,2025-11-03 02:40:56
Kokkos,100000,0.000054,1,2025-11-03 02:40:56
Kokkos,1000000,0.000063,1,2025-11-03 02:40:56
Kokkos,10000000,0.000186,1,2025-11-03 02:40:56
Kokkos,100000000,0.000802,1,2025-11-03 02:40:56
Kokkos,1000000000,0.007424,1,2025-11-03 02:40:56
Kokkos,1000,0.000056,1,2025-11-03 02:41:53
Kokkos,10000,0.000038,1,2025-11-03 02:41:53
Kokkos,100000,0.000050,1,2025-11-03 02:41:53
Kokkos,1000000,0.000068,1,2025-11-03 02:41:53
Kokkos,10000000,0.000190,1,2025-11-03 02:41:53
Kokkos,100000000,0.000800,1,2025-11-03 02:41:53
Kokkos,1000000000,0.007376,1,2025-11-03 02:41:53
Kokkos,1000,0.000054,1,2025-11-03 02:42:50
Kokkos,10000,0.000036,1,2025-11-03 02:42:50
Kokkos,100000,0.000046,1,2025-11-03 02:42:50
Kokkos,1000000,0.000059,1,2025-11-03 02:42:50
Kokkos,10000000,0.000174,1,2025-11-03 02:42:50
Kokkos,100000000,0.000798,1,2025-11-03 02:42:50
Kokkos,1000000000,0.007286,1,2025-11-03 02:42:50
Kokkos,1000,0.000057,1,2025-11-03 02:43:48
Kokkos,10000,0.000042,1,2025-11-03 02:43:48
Kokkos,100000,0.000046,1,2025-11-03 02:43:48
Kokkos,1000000,0.000061,1,2025-11-03 02:43:48
Kokkos,10000000,0.000186,1,2025-11-03 02:43:48
Kokkos,100000000,0.000806,1,2025-11-03 02:43:48
Kokkos,1000000000,0.007433,1,2025-11-03 02:43:48
Kokkos,1000,0.000058,1,2025-11-03 02:44:45
Kokkos,10000,0.000045,1,2025-11-03 02:44:45
Kokkos,100000,0.000047,1,2025-11-03 02:44:45
Kokkos,1000000,0.000063,1,2025-11-03 02:44:45
Kokkos,10000000,0.000180,1,2025-11-03 02:44:45
Kokkos,100000000,0.000802,1,2025-11-03 02:44:45
Kokkos,1000000000,0.007395,1,2025-11-03 02:44:45
Kokkos,1000,0.000062,1,2025-11-03 02:45:42
Kokkos,10000,0.000040,1,2025-11-03 02:45:42
Kokkos,100000,0.000050,1,2025-11-03 02:45:42
Kokkos,1000000,0.000067,1,2025-11-03 02:45:42
Kokkos,10000000,0.000173,1,2025-11-03 02:45:42
Kokkos,100000000,0.000804,1,2025-11-03 02:45:42
Kokkos,1000000000,0.007363,1,2025-11-03 02:45:42
Kokkos,1000,0.000054,1,2025-11-03 02:47:51
Kokkos,10000,0.000038,1,2025-11-03 02:47:51
Kokkos,100000,0.000048,1,2025-11-03 02:47:51
Kokkos,1000000,0.000063,1,2025-11-03 02:47:51
Kokkos,10000000,0.000184,1,2025-11-03 02:47:51
Kokkos,100000000,0.000810,1,2025-11-03 02:47:51
Kokkos,1000000000,0.007402,1,2025-11-03 02:47:51
Kokkos,1000,0.000058,1,2025-11-03 02:48:48
Kokkos,10000,0.000043,1,2025-11-03 02:48:48
Kokkos,100000,0.000055,1,2025-11-03 02:48:48
Kokkos,1000000,0.000064,1,2025-11-03 02:48:48
Kokkos,10000000,0.000182,1,2025-11-03 02:48:48
Kokkos,100000000,0.000797,1,2025-11-03 02:48:48
Kokkos,1000000000,0.007410,1,2025-11-03 02:48:48
