Name,Points,Time,CorrectMinValue,CorrectIndex,Timestamp
ROCm (simple),100000,0.000017,1,1,2025-11-03 02:07:36
ROCm (simple),1000000,0.000040,1,1,2025-11-03 02:07:36
ROCm (simple),10000000,0.000127,1,1,2025-11-03 02:07:36
ROCm (simple),100000000,0.001371,1,1,2025-11-03 02:07:36
ROCm (simple),1000000000,0.013614,1,1,2025-11-03 02:07:36
ROCm (rocPRIM),1000,0.000023,1,1,2025-11-03 02:07:36
ROCm (rocPRIM),10000,0.000024,1,1,2025-11-03 02:07:36
ROCm (rocPRIM),100000,0.000051,1,1,2025-11-03 02:07:36
ROCm (rocPRIM),1000000,0.000078,1,1,2025-11-03 02:07:36
ROCm (rocPRIM),10000000,0.000187,1,1,2025-11-03 02:07:36
ROCm (rocPRIM),100000000,0.001406,1,1,2025-11-03 02:07:36
ROCm (rocPRIM),1000000000,0.014599,1,1,2025-11-03 02:07:36
ROCm (simple),1000,0.000013,1,1,2025-11-03 02:11:03
ROCm (simple),10000,0.000013,1,1,2025-11-03 02:11:03
ROCm (simple),100000,0.000020,1,1,2025-11-03 02:11:03
ROCm (simple),1000000,0.000041,1,1,2025-11-03 02:11:03
ROCm (simple),10000000,0.000161,1,1,2025-11-03 02:11:03
ROCm (simple),100000000,0.001372,1,1,2025-11-03 02:11:03
ROCm (simple),1000000000,0.013615,1,1,2025-11-03 02:11:03
ROCm (rocPRIM),1000,0.000025,1,1,2025-11-03 02:11:03
ROCm (rocPRIM),10000,0.000027,1,1,2025-11-03 02:11:03
ROCm (rocPRIM),100000,0.000048,1,1,2025-11-03 02:11:03
ROCm (rocPRIM),1000000,0.000045,1,1,2025-11-03 02:11:03
ROCm (rocPRIM),10000000,0.000177,1,1,2025-11-03 02:11:03
ROCm (rocPRIM),100000000,0.001398,1,1,2025-11-03 02:11:03
ROCm (rocPRIM),1000000000,0.014554,1,1,2025-11-03 02:11:03
ROCm (simple),1000,0.000011,1,1,2025-11-03 02:14:30
ROCm (simple),10000,0.000013,1,1,2025-11-03 02:14:30
ROCm (simple),100000,0.000017,1,1,2025-11-03 02:14:30
ROCm (simple),1000000,0.000039,1,1,2025-11-03 02:14:30
ROCm (simple),10000000,0.000112,1,1,2025-11-03 02:14:30
ROCm (simple),100000000,0.001371,1,1,2025-11-03 02:14:30
ROCm (simple),1000000000,0.013616,1,1,2025-11-03 02:14:30
ROCm (rocPRIM),1000,0.000023,1,1,2025-11-03 02:14:30
ROCm (rocPRIM),10000,0.000033,1,1,2025-11-03 02:14:30
ROCm (rocPRIM),100000,0.000049,1,1,2025-11-03 02:14:30
ROCm (rocPRIM),1000000,0.000043,1,1,2025-11-03 02:14:30
ROCm (rocPRIM),10000000,0.000180,1,1,2025-11-03 02:14:30
ROCm (rocPRIM),100000000,0.001398,1,1,2025-11-03 02:14:30
ROCm (rocPRIM),1000000000,0.014506,1,1,2025-11-03 02:14:30
ROCm (simple),1000,0.000017,1,1,2025-11-03 02:17:57
ROCm (simple),10000,0.000013,1,1,2025-11-03 02:17:57
ROCm (simple),100000,0.000019,1,1,2025-11-03 02:17:57
ROCm (simple),1000000,0.000041,1,1,2025-11-03 02:17:57
ROCm (simple),10000000,0.000133,1,1,2025-11-03 02:17:57
ROCm (simple),100000000,0.001371,1,1,2025-11-03 02:17:57
ROCm (simple),1000000000,0.013615,1,1,2025-11-03 02:17:57
ROCm (rocPRIM),1000,0.000024,1,1,2025-11-03 02:17:57
ROCm (rocPRIM),10000,0.000025,1,1,2025-11-03 02:17:57
ROCm (rocPRIM),100000,0.000048,1,1,2025-11-03 02:17:57
ROCm (rocPRIM),1000000,0.000044,1,1,2025-11-03 02:17:57
ROCm (rocPRIM),10000000,0.000178,1,1,2025-11-03 02:17:57
ROCm (rocPRIM),100000000,0.001399,1,1,2025-11-03 02:17:57
ROCm (rocPRIM),1000000000,0.014534,1,1,2025-11-03 02:17:57
ROCm (simple),1000,0.000016,1,1,2025-11-03 02:21:22
ROCm (simple),10000,0.000013,1,1,2025-11-03 02:21:22
ROCm (simple),100000,0.000016,1,1,2025-11-03 02:21:22
ROCm (simple),1000000,0.000040,1,1,2025-11-03 02:21:22
ROCm (simple),10000000,0.000133,1,1,2025-11-03 02:21:22
ROCm (simple),100000000,0.001371,1,1,2025-11-03 02:21:22
ROCm (simple),1000000000,0.013616,1,1,2025-11-03 02:21:22
ROCm (rocPRIM),1000,0.000024,1,1,2025-11-03 02:21:22
ROCm (rocPRIM),10000,0.000025,1,1,2025-11-03 02:21:22
ROCm (rocPRIM),100000,0.000047,1,1,2025-11-03 02:21:22
ROCm (rocPRIM),1000000,0.000040,1,1,2025-11-03 02:21:22
ROCm (rocPRIM),10000000,0.000179,1,1,2025-11-03 02:21:22
ROCm (rocPRIM),100000000,0.001399,1,1,2025-11-03 02:21:22
ROCm (rocPRIM),1000000000,0.014535,1,1,2025-11-03 02:21:22
ROCm (simple),1000,0.000013,1,1,2025-11-03 02:24:51
ROCm (simple),10000,0.000012,1,1,2025-11-03 02:24:51
ROCm (simple),100000,0.000017,1,1,2025-11-03 02:24:51
ROCm (simple),1000000,0.000041,1,1,2025-11-03 02:24:51
ROCm (simple),10000000,0.000119,1,1,2025-11-03 02:24:51
ROCm (simple),100000000,0.001370,1,1,2025-11-03 02:24:51
ROCm (simple),1000000000,0.013615,1,1,2025-11-03 02:24:51
ROCm (rocPRIM),1000,0.000024,1,1,2025-11-03 02:24:51
ROCm (rocPRIM),10000,0.000026,1,1,2025-11-03 02:24:51
ROCm (rocPRIM),100000,0.000046,1,1,2025-11-03 02:24:51
ROCm (rocPRIM),1000000,0.000042,1,1,2025-11-03 02:24:51
ROCm (rocPRIM),10000000,0.000175,1,1,2025-11-03 02:24:51
ROCm (rocPRIM),100000000,0.001401,1,1,2025-11-03 02:24:51
ROCm (rocPRIM),1000000000,0.014481,1,1,2025-11-03 02:24:51
ROCm (simple),1000,0.000013,1,1,2025-11-03 02:28:24
ROCm (simple),10000,0.000013,1,1,2025-11-03 02:28:24
ROCm (simple),100000,0.000017,1,1,2025-11-03 02:28:24
ROCm (simple),1000000,0.000051,1,1,2025-11-03 02:28:24
ROCm (simple),10000000,0.000115,1,1,2025-11-03 02:28:24
ROCm (simple),100000000,0.001403,1,1,2025-11-03 02:28:24
ROCm (simple),1000000000,0.013617,1,1,2025-11-03 02:28:24
ROCm (rocPRIM),1000,0.000023,1,1,2025-11-03 02:28:24
ROCm (rocPRIM),10000,0.000025,1,1,2025-11-03 02:28:24
ROCm (rocPRIM),100000,0.000048,1,1,2025-11-03 02:28:24
ROCm (rocPRIM),1000000,0.000077,1,1,2025-11-03 02:28:24
ROCm (rocPRIM),10000000,0.000177,1,1,2025-11-03 02:28:24
ROCm (rocPRIM),100000000,0.001400,1,1,2025-11-03 02:28:24
ROCm (rocPRIM),1000000000,0.014564,1,1,2025-11-03 02:28:24
OpenMP,1000,0.000036,1,1,2025-11-03 02:29:19
OpenMP,10000,0.000036,1,1,2025-11-03 02:29:19
OpenMP,100000,0.000161,1,1,2025-11-03 02:29:19
OpenMP,1000000,0.000429,1,1,2025-11-03 02:29:19
OpenMP,10000000,0.000907,1,1,2025-11-03 02:29:19
OpenMP,100000000,0.005947,1,1,2025-11-03 02:29:19
OpenMP,1000000000,0.056468,1,1,2025-11-03 02:29:19
OpenMP,1000,0.000034,1,1,2025-11-03 02:30:15
OpenMP,10000,0.000038,1,1,2025-11-03 02:30:15
OpenMP,100000,0.000173,1,1,2025-11-03 02:30:15
OpenMP,1000000,0.000430,1,1,2025-11-03 02:30:15
OpenMP,10000000,0.000925,1,1,2025-11-03 02:30:15
OpenMP,100000000,0.006055,1,1,2025-11-03 02:30:15
OpenMP,1000000000,0.056611,1,1,2025-11-03 02:30:15
OpenMP,1000,0.000035,1,1,2025-11-03 02:31:12
OpenMP,10000,0.000040,1,1,2025-11-03 02:31:12
OpenMP,100000,0.000178,1,1,2025-11-03 02:31:12
OpenMP,1000000,0.000446,1,1,2025-11-03 02:31:12
OpenMP,10000000,0.000920,1,1,2025-11-03 02:31:12
OpenMP,100000000,0.005958,1,1,2025-11-03 02:31:12
OpenMP,1000000000,0.056473,1,1,2025-11-03 02:31:12
OpenMP,1000,0.000034,1,1,2025-11-03 02:32:09
OpenMP,10000,0.000037,1,1,2025-11-03 02:32:09
OpenMP,100000,0.000175,1,1,2025-11-03 02:32:09
OpenMP,1000000,0.000429,1,1,2025-11-03 02:32:09
OpenMP,10000000,0.000952,1,1,2025-11-03 02:32:09
OpenMP,100000000,0.005978,1,1,2025-11-03 02:32:09
OpenMP,1000000000,0.056852,1,1,2025-11-03 02:32:09
OpenMP,1000,0.000034,1,1,2025-11-03 02:33:05
OpenMP,10000,0.000038,1,1,2025-11-03 02:33:05
OpenMP,100000,0.000185,1,1,2025-11-03 02:33:05
OpenMP,1000000,0.000428,1,1,2025-11-03 02:33:05
OpenMP,10000000,0.000915,1,1,2025-11-03 02:33:05
OpenMP,100000000,0.005981,1,1,2025-11-03 02:33:05
OpenMP,1000000000,0.056694,1,1,2025-11-03 02:33:05
OpenMP,1000,0.000035,1,1,2025-11-03 02:34:02
OpenMP,10000,0.000037,1,1,2025-11-03 02:34:02
OpenMP,100000,0.000166,1,1,2025-11-03 02:34:02
OpenMP,1000000,0.000433,1,1,2025-11-03 02:34:02
OpenMP,10000000,0.000936,1,1,2025-11-03 02:34:02
OpenMP,100000000,0.005994,1,1,2025-11-03 02:34:02
OpenMP,1000000000,0.056636,1,1,2025-11-03 02:34:02
OpenMP,1000,0.000035,1,1,2025-11-03 02:34:59
OpenMP,10000,0.000041,1,1,2025-11-03 02:34:59
OpenMP,100000,0.000187,1,1,2025-11-03 02:34:59
OpenMP,1000000,0.000452,1,1,2025-11-03 02:34:59
OpenMP,10000000,0.000923,1,1,2025-11-03 02:34:59
OpenMP,100000000,0.005913,1,1,2025-11-03 02:34:59
OpenMP,1000000000,0.056191,1,1,2025-11-03 02:34:59
OpenMP,1000,0.000035,1,1,2025-11-03 02:35:55
OpenMP,10000,0.000037,1,1,2025-11-03 02:35:55
OpenMP,100000,0.000178,1,1,2025-11-03 02:35:55
OpenMP,1000000,0.000448,1,1,2025-11-03 02:35:55
OpenMP,10000000,0.000939,1,1,2025-11-03 02:35:55
OpenMP,100000000,0.005961,1,1,2025-11-03 02:35:55
OpenMP,1000000000,0.056593,1,1,2025-11-03 02:35:55
OpenMP,1000,0.000035,1,1,2025-11-03 02:36:52
OpenMP,10000,0.000040,1,1,2025-11-03 02:36:52
OpenMP,100000,0.000184,1,1,2025-11-03 02:36:52
OpenMP,1000000,0.000415,1,1,2025-11-03 02:36:52
OpenMP,10000000,0.000933,1,1,2025-11-03 02:36:52
OpenMP,100000000,0.005944,1,1,2025-11-03 02:36:52
OpenMP,1000000000,0.056342,1,1,2025-11-03 02:36:52
OpenMP,1000,0.000034,1,1,2025-11-03 02:37:48
OpenMP,10000,0.000037,1,1,2025-11-03 02:37:48
OpenMP,100000,0.000165,1,1,2025-11-03 02:37:48
OpenMP,1000000,0.000453,1,1,2025-11-03 02:37:48
OpenMP,10000000,0.000905,1,1,2025-11-03 02:37:48
OpenMP,100000000,0.005996,1,1,2025-11-03 02:37:48
OpenMP,1000000000,0.056093,1,1,2025-11-03 02:37:48
Kokkos,1000,0.000099,1,1,2025-11-03 02:39:06
Kokkos,10000,0.000042,1,1,2025-11-03 02:39:06
Kokkos,100000,0.000050,1,1,2025-11-03 02:39:06
Kokkos,1000000,0.000070,1,1,2025-11-03 02:39:06
Kokkos,10000000,0.000178,1,1,2025-11-03 02:39:06
Kokkos,100000000,0.000809,1,1,2025-11-03 02:39:06
Kokkos,1000000000,0.007302,1,1,2025-11-03 02:39:06
Kokkos,1000,0.000093,1,1,2025-11-03 02:40:03
Kokkos,10000,0.000041,1,1,2025-11-03 02:40:03
Kokkos,100000,0.000047,1,1,2025-11-03 02:40:03
Kokkos,1000000,0.000067,1,1,2025-11-03 02:40:03
Kokkos,10000000,0.000187,1,1,2025-11-03 02:40:03
Kokkos,100000000,0.000807,1,1,2025-11-03 02:40:03
Kokkos,1000000000,0.007509,1,1,2025-11-03 02:40:03
Kokkos,1000,0.000096,1,1,2025-11-03 02:41:00
Kokkos,10000,0.000045,1,1,2025-11-03 02:41:00
Kokkos,100000,0.000057,1,1,2025-11-03 02:41:00
Kokkos,1000000,0.000069,1,1,2025-11-03 02:41:00
Kokkos,10000000,0.000182,1,1,2025-11-03 02:41:00
Kokkos,100000000,0.000809,1,1,2025-11-03 02:41:00
Kokkos,1000000000,0.007352,1,1,2025-11-03 02:41:00
Kokkos,1000,0.000098,1,1,2025-11-03 02:41:58
Kokkos,10000,0.000042,1,1,2025-11-03 02:41:58
Kokkos,100000,0.000052,1,1,2025-11-03 02:41:58
Kokkos,1000000,0.000070,1,1,2025-11-03 02:41:58
Kokkos,10000000,0.000191,1,1,2025-11-03 02:41:58
Kokkos,100000000,0.000803,1,1,2025-11-03 02:41:58
Kokkos,1000000000,0.007282,1,1,2025-11-03 02:41:58
Kokkos,1000,0.000094,1,1,2025-11-03 02:42:55
Kokkos,10000,0.000039,1,1,2025-11-03 02:42:55
Kokkos,100000,0.000050,1,1,2025-11-03 02:42:55
Kokkos,1000000,0.000066,1,1,2025-11-03 02:42:55
Kokkos,10000000,0.000182,1,1,2025-11-03 02:42:55
Kokkos,100000000,0.000807,1,1,2025-11-03 02:42:55
Kokkos,1000000000,0.007437,1,1,2025-11-03 02:42:55
Kokkos,1000,0.000085,1,1,2025-11-03 02:43:52
Kokkos,10000,0.000040,1,1,2025-11-03 02:43:52
Kokkos,100000,0.000043,1,1,2025-11-03 02:43:52
Kokkos,1000000,0.000065,1,1,2025-11-03 02:43:52
Kokkos,10000000,0.000184,1,1,2025-11-03 02:43:52
Kokkos,100000000,0.000839,1,1,2025-11-03 02:43:52
Kokkos,1000000000,0.007466,1,1,2025-11-03 02:43:52
Kokkos,1000,0.000089,1,1,2025-11-03 02:44:49
Kokkos,10000,0.000040,1,1,2025-11-03 02:44:49
Kokkos,100000,0.000049,1,1,2025-11-03 02:44:49
Kokkos,1000000,0.000068,1,1,2025-11-03 02:44:49
Kokkos,10000000,0.000188,1,1,2025-11-03 02:44:49
Kokkos,100000000,0.000810,1,1,2025-11-03 02:44:49
Kokkos,1000000000,0.007409,1,1,2025-11-03 02:44:49
Kokkos,1000,0.000090,1,1,2025-11-03 02:45:47
Kokkos,10000,0.000048,1,1,2025-11-03 02:45:47
Kokkos,100000,0.000049,1,1,2025-11-03 02:45:47
Kokkos,1000000,0.000067,1,1,2025-11-03 02:45:47
Kokkos,10000000,0.000197,1,1,2025-11-03 02:45:47
Kokkos,100000000,0.000801,1,1,2025-11-03 02:45:47
Kokkos,1000000000,0.007318,1,1,2025-11-03 02:45:47
Kokkos,1000,0.000107,1,1,2025-11-03 02:47:55
Kokkos,10000,0.000040,1,1,2025-11-03 02:47:55
Kokkos,100000,0.000051,1,1,2025-11-03 02:47:55
Kokkos,1000000,0.000067,1,1,2025-11-03 02:47:55
Kokkos,10000000,0.000183,1,1,2025-11-03 02:47:55
Kokkos,100000000,0.000847,1,1,2025-11-03 02:47:55
Kokkos,1000000000,0.007382,1,1,2025-11-03 02:47:55
Kokkos,1000,0.000097,1,1,2025-11-03 02:48:52
Kokkos,10000,0.000034,1,1,2025-11-03 02:48:52
Kokkos,100000,0.000041,1,1,2025-11-03 02:48:52
Kokkos,1000000,0.000057,1,1,2025-11-03 02:48:52
Kokkos,10000000,0.000197,1,1,2025-11-03 02:48:52
Kokkos,100000000,0.000803,1,1,2025-11-03 02:48:52
Kokkos,1000000000,0.007349,1,1,2025-11-03 02:48:52
