Name,Points,Time,CorrectResult,Timestamp
Reference,1000,0.0011636110,1,2025-11-07 03:21:40
Reference,10000,0.0114916000,1,2025-11-07 03:21:40
Reference,100000,0.1160020530,1,2025-11-07 03:21:40
Reference,1000000,1.1545497070,1,2025-11-07 03:21:40
Reference,10000000,11.5746155410,1,2025-11-07 03:21:40
Reference,100000000,115.8190074810,0,2025-11-07 03:21:40
Reference,1000,0.0011517900,1,2025-11-07 03:24:43
Reference,10000,0.0116288020,1,2025-11-07 03:24:43
Reference,100000,0.1156055560,1,2025-11-07 03:24:43
Reference,1000000,1.1545384740,1,2025-11-07 03:24:43
Reference,10000000,11.5754274450,1,2025-11-07 03:24:43
Reference,100000000,115.7737217590,0,2025-11-07 03:24:43
Reference,1000,0.0011554200,1,2025-11-07 03:27:47
Reference,10000,0.0116394290,1,2025-11-07 03:27:47
Reference,100000,0.1155773010,1,2025-11-07 03:27:47
Reference,1000000,1.1552787030,1,2025-11-07 03:27:47
Reference,10000000,11.5732911190,1,2025-11-07 03:27:47
Reference,100000000,115.8181969960,0,2025-11-07 03:27:47
Reference,1000,0.0012193600,1,2025-11-07 03:30:51
Reference,10000,0.0116238030,1,2025-11-07 03:30:51
Reference,100000,0.1156930050,1,2025-11-07 03:30:51
Reference,1000000,1.1556709390,1,2025-11-07 03:30:51
Reference,10000000,11.5709129860,1,2025-11-07 03:30:51
Reference,100000000,115.8024416370,0,2025-11-07 03:30:51
Reference,1000,0.0011541990,1,2025-11-07 03:33:54
Reference,10000,0.0124651920,1,2025-11-07 03:33:54
Reference,100000,0.1157000030,1,2025-11-07 03:33:54
Reference,1000000,1.1546596250,1,2025-11-07 03:33:54
Reference,10000000,11.5744092940,1,2025-11-07 03:33:54
Reference,100000000,115.8355829030,0,2025-11-07 03:33:54
Reference,1000,0.0011557100,1,2025-11-07 03:36:57
Reference,10000,0.0114840920,1,2025-11-07 03:36:57
Reference,100000,0.1148076120,1,2025-11-07 03:36:57
Reference,1000000,1.1544644180,1,2025-11-07 03:36:57
Reference,10000000,11.5758428330,1,2025-11-07 03:36:57
Reference,100000000,115.8187409080,0,2025-11-07 03:36:57
Reference,1000,0.0011534690,1,2025-11-07 03:40:00
Reference,10000,0.0116335550,1,2025-11-07 03:40:00
Reference,100000,0.1161201020,1,2025-11-07 03:40:00
Reference,1000000,1.1555424480,1,2025-11-07 03:40:00
Reference,10000000,11.5732072550,1,2025-11-07 03:40:00
Reference,100000000,115.8312188030,0,2025-11-07 03:40:00
Reference,1000,0.0011533000,1,2025-11-07 03:43:03
Reference,10000,0.0115969940,1,2025-11-07 03:43:03
Reference,100000,0.1157434760,1,2025-11-07 03:43:03
Reference,1000000,1.1549323630,1,2025-11-07 03:43:03
Reference,10000000,11.5755876940,1,2025-11-07 03:43:03
Reference,100000000,115.8309202570,0,2025-11-07 03:43:03
Reference,1000,0.0011534000,1,2025-11-07 03:46:07
Reference,10000,0.0115133280,1,2025-11-07 03:46:07
Reference,100000,0.1148081980,1,2025-11-07 03:46:07
Reference,1000000,1.1561450480,1,2025-11-07 03:46:07
Reference,10000000,11.5733397270,1,2025-11-07 03:46:07
Reference,100000000,115.8691894550,0,2025-11-07 03:46:07
Reference,1000,0.0011560400,1,2025-11-07 03:49:10
Reference,10000,0.0116342170,1,2025-11-07 03:49:10
Reference,100000,0.1157155120,1,2025-11-07 03:49:10
Reference,1000000,1.1550930030,1,2025-11-07 03:49:10
Reference,10000000,11.5718226900,1,2025-11-07 03:49:10
Reference,100000000,115.8108668360,0,2025-11-07 03:49:10
ROCm + OpenMP (no UPM),1000,0.0407828330,1,2025-11-07 07:09:45
ROCm + OpenMP (no UPM),10000,0.0461062960,1,2025-11-07 07:09:45
ROCm + OpenMP (no UPM),100000,0.1270882450,1,2025-11-07 07:09:45
ROCm + OpenMP (no UPM),1000000,0.1582506000,1,2025-11-07 07:09:45
ROCm + OpenMP (no UPM),10000000,1.1771695320,1,2025-11-07 07:09:45
ROCm + OpenMP (no UPM),100000000,11.7108518550,1,2025-11-07 07:09:45
ROCm + OpenMP (no UPM),1000,0.0409741250,1,2025-11-07 07:11:58
ROCm + OpenMP (no UPM),10000,0.0469162930,1,2025-11-07 07:11:58
ROCm + OpenMP (no UPM),100000,0.1292761460,1,2025-11-07 07:11:58
ROCm + OpenMP (no UPM),1000000,0.1591950910,1,2025-11-07 07:11:58
ROCm + OpenMP (no UPM),10000000,1.1744643290,1,2025-11-07 07:11:58
ROCm + OpenMP (no UPM),100000000,11.7252679750,1,2025-11-07 07:11:58
ROCm + OpenMP (no UPM),1000,0.0418984440,1,2025-11-07 07:14:10
ROCm + OpenMP (no UPM),10000,0.0475709090,1,2025-11-07 07:14:10
ROCm + OpenMP (no UPM),100000,0.1354401810,1,2025-11-07 07:14:10
ROCm + OpenMP (no UPM),1000000,0.1593866070,1,2025-11-07 07:14:10
ROCm + OpenMP (no UPM),10000000,1.1962915300,1,2025-11-07 07:14:10
ROCm + OpenMP (no UPM),100000000,11.7117234080,1,2025-11-07 07:14:10
ROCm + OpenMP (no UPM),1000,0.0457841440,1,2025-11-07 07:16:23
ROCm + OpenMP (no UPM),10000,0.0519831960,1,2025-11-07 07:16:23
ROCm + OpenMP (no UPM),100000,0.1352016230,1,2025-11-07 07:16:23
ROCm + OpenMP (no UPM),1000000,0.1648966930,1,2025-11-07 07:16:23
ROCm + OpenMP (no UPM),10000000,1.2054928160,1,2025-11-07 07:16:23
ROCm + OpenMP (no UPM),100000000,11.7177173950,1,2025-11-07 07:16:23
ROCm + OpenMP (no UPM),1000,0.0461556400,1,2025-11-07 07:18:35
ROCm + OpenMP (no UPM),10000,0.0513383040,1,2025-11-07 07:18:35
ROCm + OpenMP (no UPM),100000,0.1355134360,1,2025-11-07 07:18:35
ROCm + OpenMP (no UPM),1000000,0.1648458660,1,2025-11-07 07:18:35
ROCm + OpenMP (no UPM),10000000,1.1957531290,1,2025-11-07 07:18:35
ROCm + OpenMP (no UPM),100000000,11.7181600280,1,2025-11-07 07:18:35
ROCm + OpenMP (no UPM),1000,0.0452020730,1,2025-11-07 07:20:48
ROCm + OpenMP (no UPM),10000,0.0517311790,1,2025-11-07 07:20:48
ROCm + OpenMP (no UPM),100000,0.1318052680,1,2025-11-07 07:20:48
ROCm + OpenMP (no UPM),1000000,0.1643929440,1,2025-11-07 07:20:48
ROCm + OpenMP (no UPM),10000000,1.1833836730,1,2025-11-07 07:20:48
ROCm + OpenMP (no UPM),100000000,11.7154224090,1,2025-11-07 07:20:48
ROCm + OpenMP (no UPM),1000,0.0459395460,1,2025-11-07 07:23:00
ROCm + OpenMP (no UPM),10000,0.0518511560,1,2025-11-07 07:23:00
ROCm + OpenMP (no UPM),100000,0.1347281340,1,2025-11-07 07:23:00
ROCm + OpenMP (no UPM),1000000,0.1629911310,1,2025-11-07 07:23:00
ROCm + OpenMP (no UPM),10000000,1.1947260830,1,2025-11-07 07:23:00
ROCm + OpenMP (no UPM),100000000,11.7174822210,1,2025-11-07 07:23:00
ROCm + OpenMP (no UPM),1000,0.0463026990,1,2025-11-07 07:25:12
ROCm + OpenMP (no UPM),10000,0.0521631860,1,2025-11-07 07:25:12
ROCm + OpenMP (no UPM),100000,0.1307301230,1,2025-11-07 07:25:12
ROCm + OpenMP (no UPM),1000000,0.1657856330,1,2025-11-07 07:25:12
ROCm + OpenMP (no UPM),10000000,1.1978685340,1,2025-11-07 07:25:12
ROCm + OpenMP (no UPM),100000000,11.7201544790,1,2025-11-07 07:25:12
ROCm + OpenMP (no UPM),1000,0.0463641630,1,2025-11-07 07:27:25
ROCm + OpenMP (no UPM),10000,0.0527324660,1,2025-11-07 07:27:25
ROCm + OpenMP (no UPM),100000,0.1337850750,1,2025-11-07 07:27:25
ROCm + OpenMP (no UPM),1000000,0.1602342140,1,2025-11-07 07:27:25
ROCm + OpenMP (no UPM),10000000,1.1886161790,1,2025-11-07 07:27:25
ROCm + OpenMP (no UPM),100000000,11.7141807620,1,2025-11-07 07:27:25
ROCm + OpenMP (no UPM),1000,0.0414336280,1,2025-11-07 07:29:38
ROCm + OpenMP (no UPM),10000,0.0475662480,1,2025-11-07 07:29:38
ROCm + OpenMP (no UPM),100000,0.1275004300,1,2025-11-07 07:29:38
ROCm + OpenMP (no UPM),1000000,0.1600837460,1,2025-11-07 07:29:38
ROCm + OpenMP (no UPM),10000000,1.1887753590,1,2025-11-07 07:29:38
ROCm + OpenMP (no UPM),100000000,11.7109758790,1,2025-11-07 07:29:38
ROCm + OpenMP,1000,0.0110055450,1,2025-11-07 07:31:30
ROCm + OpenMP,10000,0.0108752930,1,2025-11-07 07:31:30
ROCm + OpenMP,100000,0.0139999370,1,2025-11-07 07:31:30
ROCm + OpenMP,1000000,0.0680529240,1,2025-11-07 07:31:30
ROCm + OpenMP,10000000,0.5003672590,1,2025-11-07 07:31:30
ROCm + OpenMP,100000000,3.0528388260,1,2025-11-07 07:31:30
ROCm + OpenMP,1000,0.0110842150,1,2025-11-07 07:31:46
ROCm + OpenMP,10000,0.0108429240,1,2025-11-07 07:31:46
ROCm + OpenMP,100000,0.0141232690,1,2025-11-07 07:31:46
ROCm + OpenMP,1000000,0.0683303960,1,2025-11-07 07:31:46
ROCm + OpenMP,10000000,0.5089597650,1,2025-11-07 07:31:46
ROCm + OpenMP,100000000,3.1013823880,1,2025-11-07 07:31:46
ROCm + OpenMP,1000,0.0085833660,1,2025-11-07 07:32:02
ROCm + OpenMP,10000,0.0084873550,1,2025-11-07 07:32:02
ROCm + OpenMP,100000,0.0122047240,1,2025-11-07 07:32:02
ROCm + OpenMP,1000000,0.0688501690,1,2025-11-07 07:32:02
ROCm + OpenMP,10000000,0.5101527350,1,2025-11-07 07:32:02
ROCm + OpenMP,100000000,3.0666566920,1,2025-11-07 07:32:02
ROCm + OpenMP,1000,0.0112663960,1,2025-11-07 07:32:18
ROCm + OpenMP,10000,0.0110364950,1,2025-11-07 07:32:18
ROCm + OpenMP,100000,0.0143839410,1,2025-11-07 07:32:18
ROCm + OpenMP,1000000,0.0687297590,1,2025-11-07 07:32:18
ROCm + OpenMP,10000000,0.5099003220,1,2025-11-07 07:32:18
ROCm + OpenMP,100000000,3.0786861220,1,2025-11-07 07:32:18
ROCm + OpenMP,1000,0.0096476190,1,2025-11-07 07:32:34
ROCm + OpenMP,10000,0.0090935750,1,2025-11-07 07:32:34
ROCm + OpenMP,100000,0.0129163760,1,2025-11-07 07:32:34
ROCm + OpenMP,1000000,0.0666883060,1,2025-11-07 07:32:34
ROCm + OpenMP,10000000,0.5064584030,1,2025-11-07 07:32:34
ROCm + OpenMP,100000000,3.0364221560,1,2025-11-07 07:32:34
ROCm + OpenMP,1000,0.0156804180,1,2025-11-07 07:32:50
ROCm + OpenMP,10000,0.0156148070,1,2025-11-07 07:32:50
ROCm + OpenMP,100000,0.0188004340,1,2025-11-07 07:32:50
ROCm + OpenMP,1000000,0.0702561250,1,2025-11-07 07:32:50
ROCm + OpenMP,10000000,0.5001007400,1,2025-11-07 07:32:50
ROCm + OpenMP,100000000,3.0708107480,1,2025-11-07 07:32:50
ROCm + OpenMP,1000,0.0079602750,1,2025-11-07 07:33:06
ROCm + OpenMP,10000,0.0079802850,1,2025-11-07 07:33:06
ROCm + OpenMP,100000,0.0121079990,1,2025-11-07 07:33:06
ROCm + OpenMP,1000000,0.0673815310,1,2025-11-07 07:33:06
ROCm + OpenMP,10000000,0.5112743730,1,2025-11-07 07:33:06
ROCm + OpenMP,100000000,3.0472814850,1,2025-11-07 07:33:06
ROCm + OpenMP,1000,0.0085281000,1,2025-11-07 07:33:22
ROCm + OpenMP,10000,0.0082708170,1,2025-11-07 07:33:22
ROCm + OpenMP,100000,0.0123774210,1,2025-11-07 07:33:22
ROCm + OpenMP,1000000,0.0712770130,1,2025-11-07 07:33:22
ROCm + OpenMP,10000000,0.5121501180,1,2025-11-07 07:33:22
ROCm + OpenMP,100000000,3.0655843560,1,2025-11-07 07:33:22
ROCm + OpenMP,1000,0.0110073910,1,2025-11-07 07:33:38
ROCm + OpenMP,10000,0.0110260610,1,2025-11-07 07:33:38
ROCm + OpenMP,100000,0.0139607660,1,2025-11-07 07:33:38
ROCm + OpenMP,1000000,0.0688116170,1,2025-11-07 07:33:38
ROCm + OpenMP,10000000,0.4990791120,1,2025-11-07 07:33:38
ROCm + OpenMP,100000000,3.0704299590,1,2025-11-07 07:33:38
ROCm + OpenMP,1000,0.0083672080,1,2025-11-07 07:33:54
ROCm + OpenMP,10000,0.0082163480,1,2025-11-07 07:33:54
ROCm + OpenMP,100000,0.0125947730,1,2025-11-07 07:33:54
ROCm + OpenMP,1000000,0.0667260300,1,2025-11-07 07:33:54
ROCm + OpenMP,10000000,0.5113681530,1,2025-11-07 07:33:54
ROCm + OpenMP,100000000,3.0531024260,1,2025-11-07 07:33:54
OpenMP (no UPM),1000,0.0242460450,1,2025-11-07 07:44:26
OpenMP (no UPM),10000,0.0284638790,1,2025-11-07 07:44:26
OpenMP (no UPM),100000,0.0463505030,1,2025-11-07 07:44:26
OpenMP (no UPM),1000000,0.0882663700,1,2025-11-07 07:44:26
OpenMP (no UPM),10000000,0.8226739190,1,2025-11-07 07:44:26
OpenMP (no UPM),100000000,6.9231488970,1,2025-11-07 07:44:26
OpenMP (no UPM),1000,0.0246185370,1,2025-11-07 07:45:23
OpenMP (no UPM),10000,0.0294200450,1,2025-11-07 07:45:23
OpenMP (no UPM),100000,0.0529646830,1,2025-11-07 07:45:23
OpenMP (no UPM),1000000,0.0916198020,1,2025-11-07 07:45:23
OpenMP (no UPM),10000000,0.8183168090,1,2025-11-07 07:45:23
OpenMP (no UPM),100000000,6.9228957960,1,2025-11-07 07:45:23
OpenMP (no UPM),1000,0.0248541270,1,2025-11-07 07:46:20
OpenMP (no UPM),10000,0.0289654000,1,2025-11-07 07:46:20
OpenMP (no UPM),100000,0.0506981010,1,2025-11-07 07:46:20
OpenMP (no UPM),1000000,0.0960838810,1,2025-11-07 07:46:20
